Date,XOM,RDS.A,CVX,TOT,BP,PTR,SNP,SLB,EPD,E,COP,EQNR,EOG,PBR,CEO,SU,OXY,HAL
6/24/2003 16:00:00,36.94,47.66,36.81,39.14,43,28.95,18.54,23.5,11.22,31.12,20.92,8.87,10.54,4.73,29.16,9.34,16.14,11.07
6/25/2003 16:00:00,36.84,47.56,36.75,38.94,42.68,29.6,18.58,23.9,11.3,31.34,20.93,8.73,10.5,4.79,28.95,9.37,16.06,11.6
6/26/2003 16:00:00,36.45,47.15,36.5,38.54,42.47,30.95,18.76,23.98,11.3,31.04,20.72,8.57,10.73,4.78,29,9.48,16.15,11.72
6/27/2003 16:00:00,36.63,46.76,36.4,37.96,41.82,30.69,18.48,23.98,11.4,30.66,20.82,8.52,10.41,4.75,29.4,9.29,16.11,11.68
6/30/2003 16:00:00,36.43,46.62,36.17,38.13,42.44,30.13,18.5,24,11.48,30.8,20.94,8.52,10.6,4.85,29.55,9.23,16.12,11.57
7/1/2003 16:00:00,35.79,46.58,36.1,37.7,42.02,30.11,18.62,23.79,11.25,29.72,20.87,8.55,10.46,4.9,29.6,9.36,16.1,11.5
7/2/2003 16:00:00,36.03,46.69,36.23,37.44,41.18,29.51,18.38,23.93,11.39,29.94,20.98,8.77,10.34,4.97,29.85,9.35,16.16,11.36
7/3/2003 16:00:00,36.1,46.15,36.25,37.85,41.03,27.4,18.23,24.02,11.63,29.72,20.89,8.55,10.23,4.98,29.75,9.43,16.23,11.27
7/7/2003 16:00:00,36.1,46.47,36.13,37.65,41.6,28.9,18.85,24,11.6,30.27,20.85,8.32,10.38,5.09,30.85,9.51,16.22,11.12
7/8/2003 16:00:00,35.85,46.29,36.53,37.65,40.75,28.75,18.95,23.75,11.55,30.2,20.55,8.38,10.07,5.1,31.15,9.4,16.12,11
7/9/2003 16:00:00,35.65,45.5,36.72,37.48,40.45,29,19.92,23.85,11.72,30.02,20.3,8.3,10.07,5.17,31.5,9.15,16.05,11.93
7/10/2003 16:00:00,35.86,45,36.4,36.6,39.95,29,20.31,24,11.73,29.57,20.31,8.12,10.07,5.15,30.85,9.13,16.1,10.93
7/11/2003 16:00:00,35.32,45.5,36.16,36.92,40.2,28.59,19.73,23.33,11.85,29.82,20.2,8.18,9.89,5.11,30.15,9.05,15.79,11.48
7/14/2003 16:00:00,35.62,45.29,36.6,37.38,40.39,29,20.08,23.7,11.8,30.16,20.64,8.27,9.88,5.15,31.25,9.13,16.04,11.49
7/15/2003 16:00:00,35.4,44.51,36.1,37.13,39.64,29.45,20.38,23.18,11.78,30.13,20.45,8.3,9.67,5.21,31.16,9.11,15.69,11.1
7/16/2003 16:00:00,35.27,44.61,35.69,36.53,39.5,28.68,20.38,23.1,11.05,29.48,20.21,8.45,9.57,5.29,31,9.11,15.21,10.93
7/17/2003 16:00:00,34.92,45.12,35.73,36.42,39.74,28.02,19.92,22.85,10.9,29.58,20.16,8.51,9.44,5.26,30.55,9.05,14.71,10.63
7/18/2003 16:00:00,35.5,45.83,35.95,36.85,40.15,28.3,20.23,22.97,10.63,29.7,20.39,8.47,9.74,5.26,31,9.05,15.35,10.33
7/21/2003 16:00:00,35.8,45.38,36.35,36.98,40.58,29.05,20.81,24,10.96,29.94,20.49,8.62,9.94,5.29,31.6,9.07,15.67,11.28
7/22/2003 16:00:00,35.41,45.95,36.34,37,40.47,28.5,20.32,23.57,10.98,30,19.94,8.56,9.86,5.32,31.35,9.35,15.82,10.8
7/23/2003 16:00:00,35.72,46.05,36.3,37.3,41.08,27.94,19.62,23.48,10.99,30.08,20.54,8.73,9.8,5.3,31.1,9.3,15.62,10.85
7/24/2003 16:00:00,35.74,45.56,36.13,37.42,41.34,28,19.58,23,11,30.12,20.35,8.85,9.73,5.29,30.71,9.39,15.69,10.71
7/25/2003 16:00:00,35.25,44.66,35.85,37.4,41,28.18,19.58,22.55,10.81,30.38,20.2,8.94,9.53,5.23,30.96,9.35,15.62,10.58
7/28/2003 16:00:00,35.7,44.55,36.3,37.58,41.7,28.5,19.77,22.87,10.99,30.5,20.16,8.91,9.72,5.18,32.4,9.49,15.86,10.43
7/29/2003 16:00:00,35.75,43.9,36.13,37.53,41.54,29.8,20.54,23.08,10.85,30.58,20.06,8.87,9.8,5.2,35.55,9.38,15.87,10.6
7/30/2003 16:00:00,35.68,43.34,36.05,37.02,41.72,29.6,20.54,22.49,10.95,30.18,20.13,8.85,9.77,5.21,33.7,9.26,15.64,10.5
7/31/2003 16:00:00,35.87,43.58,36.25,37.08,41.8,29.8,21,22.6,10.97,30.04,20.07,9,9.68,5.15,34.51,9.21,15.76,10.88
8/1/2003 16:00:00,35.57,43.03,36.15,36.34,41.07,30.4,21.38,22.53,10.95,29.04,19.95,9.01,9.7,5,35.05,9.15,15.62,10.99
8/4/2003 16:00:00,35.5,43.28,35.51,36.92,41.45,30.56,22.5,22.76,10.68,29.56,19.93,8.95,9.65,4.75,34.45,9.16,15.57,11.22
8/5/2003 16:00:00,35.7,43.21,35.38,36.98,41.75,30.45,22.23,22.55,10.61,29.29,20.03,8.98,9.55,4.72,33.9,9.05,15.5,11.19
8/6/2003 16:00:00,35.4,43.5,35.38,37.09,41.34,29.95,21.7,22.33,10.8,29.28,19.93,8.94,9.68,4.84,33,9.09,15.43,11.2
8/7/2003 16:00:00,35.61,44.62,35.47,37.19,41.41,29.4,21.38,22.75,10.68,29.6,20.14,9.05,9.75,4.76,32.67,9.04,15.64,11.33
8/8/2003 16:00:00,36.35,44.97,36.38,38.72,42.73,29.35,21.5,23.33,10.68,30.5,20.56,9.35,10.12,5.09,32,9.3,16.05,11.63
8/11/2003 16:00:00,36.5,45.86,36.52,39.13,42.69,29.6,22.08,23.27,10.73,31.01,20.56,9.37,10.1,5.16,32.85,9.3,15.8,11.72
8/12/2003 16:00:00,36.75,45.77,36.67,39.23,43.3,30.05,22.46,23.46,10.73,31.1,20.58,9.2,10.19,5.17,33.7,9.52,15.98,11.7
8/13/2003 16:00:00,36.8,45.43,37.13,39.1,42.5,30.5,22.69,23.8,10.61,31.12,20.85,9.19,10.44,5.14,34,9.51,16.19,11.67
8/14/2003 16:00:00,36.75,46.11,36.86,39.1,42.56,30.45,22.68,23.73,10.62,31.27,20.86,8.93,10.35,5.18,33.85,9.43,16.31,11.58
8/15/2003 16:00:00,36.94,46.09,36.53,39.92,42.65,30.1,22.65,23.8,10.53,31.56,20.93,8.89,10.25,5.18,34.05,9.34,16.3,11.65
8/18/2003 16:00:00,36.86,46.16,36.53,39.44,42.7,30.27,22.96,23.75,10.75,31.37,20.84,8.97,10.36,5.26,34.35,9.53,16.4,11.83
8/19/2003 16:00:00,36.88,45.56,36.29,39.4,43.54,30.6,23.69,23.95,10.75,31.2,20.91,9,10.14,5.28,33.7,9.55,16.26,11.82
8/20/2003 16:00:00,36.5,45.44,36.05,38.98,42.12,30.65,23.88,24.09,10.75,30.82,20.93,9.07,10.21,5.15,33.06,9.45,16.27,11.65
8/21/2003 16:00:00,36.98,45.32,36.34,39.1,42.1,31.78,24.28,24.76,10.61,30.82,20.91,9.07,10.3,5.17,34.4,9.53,16.44,11.93
8/22/2003 16:00:00,37.15,44.88,36.5,38.63,41.67,33.19,24.69,24.85,10.74,30.42,20.93,9.07,10.4,5.21,34.65,9.57,16.27,11.9
8/25/2003 16:00:00,36.35,44.88,36,38.47,41.8,32.55,21.54,24.22,10.68,30.36,20.68,9,10.44,5.24,33.98,9.53,16.19,11.65
8/26/2003 16:00:00,36.77,44.51,36.1,37.74,41.45,31.85,20.58,23.83,10.72,29.98,20.66,8.84,10.32,5.13,33.55,9.46,16.13,11.5
8/27/2003 16:00:00,37.1,44.65,36.08,37.88,41.52,32.7,21.38,23.84,10.94,30.15,20.7,8.96,10.34,5.24,34.1,9.24,16,11.64
8/28/2003 16:00:00,37.36,45.15,36.17,38.14,41.88,33.55,22.35,23.8,10.95,30.25,20.91,8.9,10.44,5.44,35.5,9.23,16.12,11.8
8/29/2003 16:00:00,37.55,44.87,36.59,38.55,42.2,35.15,23.23,24.65,11.03,30.39,21.17,8.97,10.51,5.44,37.03,9.28,16.34,12.03
9/2/2003 16:00:00,37.79,45.22,36.49,38.6,41.74,35.71,22.5,24.76,11.08,30.12,21.33,9.08,10.6,5.49,37.7,9.43,16.47,12.03
9/3/2003 16:00:00,37.98,45.5,36.95,38.59,42.8,35.35,22.66,24.71,11.13,30.12,21.54,9,10.67,5.49,36.45,9.57,16.91,12.25
9/4/2003 16:00:00,38,45.72,36.97,39,43.08,35.15,22.22,24.42,11.25,30.41,21.65,9.25,10.59,5.76,36.66,9.53,16.82,12.3
9/5/2003 16:00:00,38,45.7,36.78,39.08,42.5,34.9,22.46,23.89,11.18,30.79,21.65,9.4,10.61,5.91,37.5,9.66,16.69,12.15
9/8/2003 16:00:00,38.1,46.42,36.5,39.49,43,34.8,22.92,24.28,11.35,30.96,21.67,9.47,10.42,6.11,36.25,9.64,16.65,12.34
9/9/2003 16:00:00,38.25,45.87,36.99,39.6,42.98,34,22.12,24.55,11.3,31.15,21.55,9.53,10.55,5.96,35.35,9.72,16.98,12.51
9/10/2003 16:00:00,38.1,45.41,36.83,39.48,42.65,32.7,20.92,24.48,11.22,31.09,21.75,9.32,10.34,5.77,35,9.63,16.87,12.26
9/11/2003 16:00:00,38.1,45.62,36.8,39.27,42.83,33.05,21.42,24.13,11.16,31.07,21.63,9.22,10.3,5.96,34.98,9.66,16.88,12.19
9/12/2003 16:00:00,38.01,45.45,36.72,39.37,43.2,33.59,21.78,24.02,11.21,31.26,21.54,9.01,10.21,6,34.98,9.72,16.82,12
9/15/2003 16:00:00,37.7,45.32,36.28,38.78,43.08,33.65,22.08,24.17,11.01,30.9,21.5,8.99,10.25,5.92,34.32,9.74,16.82,12.1
9/16/2003 16:00:00,37.37,45.5,36.47,38.75,42.45,33.75,21.92,24.11,11.08,30.65,21.45,9.12,10.3,5.79,35.4,9.68,16.78,12.09
9/17/2003 16:00:00,37.55,45.08,36.51,38.95,42.88,33.2,21,24.4,11.08,30.6,21.67,9.18,10.38,5.83,33.4,9.68,16.79,12.25
9/18/2003 16:00:00,36.75,45.11,36.14,38.78,42.28,31.9,20,24.13,11.08,30.55,21.27,9.1,10.24,5.86,32.5,9.51,16.7,12.04
9/19/2003 16:00:00,36.85,45.06,36.13,38.66,42.26,31.45,18.85,24.65,11.19,30.82,21.34,9.13,10.38,5.83,31.64,9.35,16.71,12.2
9/22/2003 16:00:00,36.65,44.88,36,38.34,42.13,31,19.22,25.75,11.34,30.59,21.27,9,10.35,5.66,31.8,9.27,16.79,12.24
9/23/2003 16:00:00,36.8,44.68,36.17,38.28,42.37,32.1,20.38,25.54,11.08,30.74,21.23,8.99,10.42,5.65,32.5,9.25,16.83,12.32
9/24/2003 16:00:00,37.38,45,36.51,38.73,42.94,32.6,20.88,25.5,11.35,31.05,21.91,9.31,10.5,5.57,34.35,9.33,17.01,12.79
9/25/2003 16:00:00,37.1,45.16,36.2,38.89,43.1,33.45,21.15,25.45,11.38,31.08,21.29,9.27,10.39,5.66,33.62,9.4,16.87,12.53
9/26/2003 16:00:00,37,44.3,35.78,38.1,42.2,33.05,21.15,24.54,11.22,30.58,21.04,9.05,10.32,5.52,33.71,9.28,16.78,12.38
9/29/2003 16:00:00,36.78,44.64,35.78,37.74,42.05,32.9,20.96,24.36,11.16,30.43,20.77,8.9,10.15,5.61,33.55,9.23,16.79,12.07
9/30/2003 16:00:00,36.77,44.2,35.75,38.33,41.95,33.7,21.23,24.5,11.05,30.74,20.64,8.88,10.21,5.64,33.5,9.32,16.82,12.3
10/1/2003 16:00:00,36.92,45.17,35.8,38.27,42.35,33.75,20.96,24.2,11.25,31.18,20.91,9.15,10.36,5.78,34.43,9.29,17.02,12.13
10/2/2003 16:00:00,37.35,44.5,36.35,38.2,42.35,33.6,21.5,24.67,11.32,31.42,20.69,9.45,10.5,5.83,35.9,9.4,17.23,12.49
10/3/2003 16:00:00,37.9,45.3,36.7,39.08,43.25,34.4,22.21,25,11.1,31.44,21.38,9.45,10.57,6.16,36,9.43,17.37,12.67
10/6/2003 16:00:00,37.86,45.5,36.85,39.03,43.92,34.2,22.18,25.05,11.03,31.41,21.33,9.5,10.68,6.17,36.4,9.34,17.25,12.61
10/7/2003 16:00:00,37.79,45.6,36.67,39.05,43.56,34.06,22,25.18,10.97,31.56,21.5,9.45,10.6,6.22,36.5,9.53,17.26,12.59
10/8/2003 16:00:00,38.27,45.28,37.08,39.67,44,35.7,22.92,25.25,11.03,32.08,21.57,9.57,10.64,6.32,36.98,9.65,17.39,12.68
10/9/2003 16:00:00,38.25,45.45,36.74,39.28,43.6,36.2,23.38,25.25,11.13,32.08,21.44,9.56,10.59,6.32,37.25,9.63,17.45,12.25
10/10/2003 16:00:00,38.1,46.02,36.79,39.66,44.1,37.25,23.6,25.1,10.85,32.42,21.64,9.4,10.53,6.34,38,9.68,17.32,12.26
10/13/2003 16:00:00,38.37,46.56,37.08,39.94,44.2,37.25,23.42,25.4,10.75,32.38,21.91,9.5,10.73,6.4,38.05,9.95,17.53,12.39
10/14/2003 16:00:00,38.45,46.8,37.23,40.17,44.05,36.8,23,25.28,11,32.2,22.1,9.4,10.7,6.48,37.6,9.94,17.56,12.08
10/15/2003 16:00:00,38.75,46.48,37.5,40.29,44.33,36.45,23,25.09,10.86,32.34,22.12,9.62,10.55,6.36,37.29,10.14,17.66,12.19
10/16/2003 16:00:00,38.49,46.68,37.03,39.9,43.9,36.54,23.81,24.5,10.7,32.38,21.95,9.53,10.37,6.28,37.1,10.15,17.49,12.07
10/17/2003 16:00:00,38.91,46.6,37.28,39.51,43.75,36.75,24,25.08,10.75,32.18,22.26,9.59,10.48,6.13,36.9,10.15,17.5,12.15
10/20/2003 16:00:00,38.66,46.4,36.8,39.42,43.65,36.9,24.15,24.78,10.85,31.84,22.11,9.52,10.38,6.1,37.05,10.05,17.32,12.06
10/21/2003 16:00:00,38.63,46.41,37.16,39.4,43.17,36.65,24.27,24.93,10.66,31.97,21.97,9.56,10.36,6.13,36.35,10,17.18,11.9
10/22/2003 16:00:00,37.8,46.17,37.14,39.42,43.05,36.25,23.69,24.53,10.68,31.95,21.89,9.55,10.53,6.12,36.01,10.24,17.46,12.17
10/23/2003 16:00:00,37.6,45.2,36.74,39.1,42.2,35.5,22.31,23.98,10.65,31.52,21.61,9.57,10.51,5.91,34.8,10.26,17.33,11.9
10/24/2003 16:00:00,37.12,44.72,36.75,38.64,42.4,35,22.46,23.86,10.7,31.61,21.87,9.51,10.48,5.85,35.48,10.16,17.41,11.94
10/27/2003 16:00:00,37.81,44.54,36.56,39,42.36,35.1,22.55,23.56,10.8,31.81,21.92,9.51,10.47,5.97,37,10.2,17.61,11.95
10/28/2003 16:00:00,37.98,44.59,36.48,39,42.4,36.95,24.15,23.52,11.05,31.82,21.92,9.59,10.34,5.98,37.9,10.28,17.42,12.11
10/29/2003 16:00:00,38,44.36,36.69,38.78,41.9,37.2,25,23.52,10.99,31.72,20.99,9.54,10.29,6.1,37.45,10.3,17.14,12.04
10/30/2003 16:00:00,37.31,44.15,36.5,39.58,42.22,37.2,25.31,23.28,10.8,32.22,21.75,9.59,10.43,6.06,37.2,10.37,17.13,11.86
10/31/2003 16:00:00,36.45,44.38,36.5,38.7,41.97,36.95,25.38,23.1,10.66,31.7,21.65,9.5,10.28,6.01,37.9,10.4,16.99,11.96
11/3/2003 16:00:00,36.92,44.46,37.28,39.08,42.86,36.95,26.31,23.49,10.8,31.89,21.78,9.52,10.56,5.91,39.38,10.54,16.65,12.11
11/4/2003 16:00:00,36.52,44.5,36.89,39.2,42.7,37,25.58,23.08,10.63,32.01,21.75,9.7,10.62,6.03,40.5,10.58,17.04,11.85
11/5/2003 16:00:00,36.2,44.31,36.85,38.61,42.55,36.89,25.08,23.4,10.5,31.54,21.73,9.57,10.48,5.97,40.35,10.51,17.03,11.96
11/6/2003 16:00:00,35.9,44.57,36.78,38.72,42.25,36.7,25.04,23.35,10.65,31.76,21.95,9.55,10.43,5.95,38.3,10.6,17.11,12
11/7/2003 16:00:00,35.9,44.73,37.38,38.87,42.8,36.4,25.03,23.32,10.74,31.78,22.1,9.65,10.48,6.11,38.5,10.63,17.23,12.32
11/10/2003 16:00:00,35.6,44.42,37.12,39.1,42.75,36.3,24.69,23.32,10.78,32.02,22.12,9.74,10.38,5.97,39.29,10.59,17.24,12.02
11/11/2003 16:00:00,35.96,44.25,36.91,38.77,42.33,35.9,24.15,23.06,10.76,31.77,22.09,9.8,10.47,6,38,10.64,17.26,11.93
11/12/2003 16:00:00,36.1,44.67,37.08,38.77,42.18,35.6,23.73,23.15,10.86,32.03,21.8,9.73,10.47,6,37.75,10.68,17.19,11.89
11/13/2003 16:00:00,35.99,44.89,37.4,39.24,42.25,36.15,24.12,23.35,11.07,32.2,21.8,10.06,10.71,6.05,38,10.77,17.29,11.98
11/14/2003 16:00:00,36.35,45.04,37.25,39.65,42.75,36.95,24.27,23.81,11.65,32.76,21.8,9.9,10.75,6.12,38.6,11.2,17.32,12.03
11/17/2003 16:00:00,35.76,44.56,37,39.61,42.89,36.05,23.69,23.8,11.62,32.96,21.85,9.93,10.75,6.07,38.25,10.9,17.48,11.12
11/18/2003 16:00:00,35.55,44.38,36.9,39.33,42.5,36.75,23.69,23.45,11.58,32.84,21.86,9.89,10.66,6.08,38.5,10.87,17.45,11.9
11/19/2003 16:00:00,35.06,44.58,36.58,39.49,42.6,36.7,22.69,23.03,11.38,33.04,21.86,9.94,10.71,6.13,38.78,10.91,17.35,11.84
11/20/2003 16:00:00,35.25,44.41,35.99,38.98,42.46,35.98,22.42,23.17,11.5,32.81,21.75,9.9,10.65,6.21,37.82,11.01,17.29,11.63
11/21/2003 16:00:00,35.64,44.36,37.03,39.45,42.02,35.35,21.92,23.21,11.5,32.76,21.88,10,10.69,6.06,37.85,11.09,17.35,11.6
11/24/2003 16:00:00,35.48,44.85,36.95,39.56,42.89,35.33,22.31,23.13,11.38,32.92,21.52,10.08,10.49,6.09,37.8,11.1,17.25,11.58
11/25/2003 16:00:00,35.5,44.6,37.02,39.64,42.65,35.96,22.88,23.17,11.6,33.17,21.83,10.13,10.45,6.12,37.69,10.88,17.42,11.58
11/26/2003 16:00:00,35.9,45.05,37.35,40.03,42.84,36.15,22.96,23.38,11.7,33.6,21.97,10.07,10.49,6.08,38.03,10.93,17.56,11.63
11/28/2003 16:00:00,36.42,44.9,37.74,40.38,42.52,36.9,23.88,23.45,11.6,33.87,21.86,10.07,10.51,6.02,40.8,11.23,17.57,11.65
12/1/2003 16:00:00,36.46,45.57,37.7,40.95,43.08,38.6,25.19,23.37,11.44,34.54,21.93,10.12,10.59,6.3,41.5,11.15,17.62,11.72
12/2/2003 16:00:00,36.32,45.96,37.8,41.48,42.9,39.95,25.77,23.44,11.49,34.6,22.1,10.12,10.64,6.34,41.15,11.13,17.98,11.68
12/3/2003 16:00:00,36.45,46.23,38.05,41.92,43.22,41.2,26.23,23.93,11.42,34.82,22.4,10.1,10.7,6.31,42,11.24,18.16,11.75
12/4/2003 16:00:00,36.32,46.51,38.06,41.69,43.06,41.8,26.15,23.55,11.21,34.56,22.28,10.06,10.55,6.28,41.62,11.25,18.09,11.65
12/5/2003 16:00:00,37.13,46.45,38.8,41.51,43.55,41.65,25.85,24.07,11.13,34.62,22.77,10.2,11.19,6.26,42.05,11.5,18.66,11.8
12/8/2003 16:00:00,36.9,46.88,38.99,41.61,43.65,41.8,25.92,24.5,11.38,34.98,22.81,10.23,11.16,6.32,41.52,11.68,18.62,12.21
12/9/2003 16:00:00,37.7,47.5,39.67,42.96,45.33,45.2,28.54,24.95,11.55,35.55,22.46,10.34,11.22,6.42,44.5,11.59,18.62,12.32
12/10/2003 16:00:00,37.82,47.5,39.5,42.67,44.96,45.24,28.73,24.91,11.53,35.65,22.96,10.55,11.3,6.68,44.5,11.49,18.8,12.1
12/11/2003 16:00:00,37.97,48.17,39.42,42.53,45.22,45.2,28.35,25,11.58,35.58,22.96,10.39,11.2,6.66,45.05,11.28,18.62,12.5
12/12/2003 16:00:00,37.94,48.45,39.94,43.35,45.76,46.3,28.85,25.05,11.45,36.2,23.16,10.46,11.34,6.85,45.75,11.43,19.19,12.6
12/15/2003 16:00:00,37.91,47.94,40.13,43.5,46.1,44.75,26.92,25.48,11.4,36.48,23.28,10.58,11.37,6.81,42.1,11.46,19.26,12.74
12/16/2003 16:00:00,37.95,48.75,39.56,43.73,45.99,43.25,27.12,25.1,11.6,36.48,22.98,10.56,11.29,6.76,41.8,11.34,19.13,12.29
12/17/2003 16:00:00,38.63,49.75,40.6,44.03,46.7,43.99,26.92,25.13,11.92,36.7,23.16,10.6,11.4,6.76,41.39,11.35,19.29,12.35
12/18/2003 16:00:00,39.24,50.8,41.52,44.87,48.14,46.77,28.45,26.05,11.92,37.2,23.97,10.63,11.76,6.94,43.64,11.58,19.66,13.1
12/19/2003 16:00:00,39.49,50.83,41.83,45.05,48.47,49.01,29.46,26.62,12.08,37.56,24.36,10.96,11.74,7.08,43.85,11.88,19.89,13.57
12/22/2003 16:00:00,39.35,50.94,41.61,44.93,48.43,50,30.19,26.63,11.95,37.64,24.18,11.05,11.73,7.07,44.3,11.89,19.86,13.33
12/23/2003 16:00:00,39.25,50.8,41.68,44.5,47.9,51.5,30,27.25,12,37.12,24.19,11.13,11.6,7.21,44.15,12.11,19.89,13.35
12/24/2003 16:00:00,39.62,50.97,41.59,44.53,48.45,50.05,29.65,27.01,12,37.1,24.09,11.1,11.53,7.09,44,12.15,19.85,13.07
12/26/2003 16:00:00,39.81,51.18,41.93,44.93,48.46,50.1,30.27,27.48,12.1,37.66,24.38,11.13,11.69,7.15,44.25,12.28,20.15,13.17
12/29/2003 16:00:00,40.1,51.78,42.15,45.04,48.68,52,30.46,27.7,12.2,37.44,24.62,11.15,11.72,7.07,41.82,12.25,20.22,13.22
12/30/2003 16:00:00,40.58,52.24,42.73,45.5,48.95,55.25,32.44,27.8,12.35,37.98,24.68,11.15,11.8,7.29,40.45,12.45,20.46,13.14
12/31/2003 16:00:00,40.93,52.39,43.23,46.09,49.18,57.05,34.31,27.8,12.49,37.97,24.93,11.33,11.74,7.27,40.5,12.56,20.44,13.01
